issue_id,title,category,category_name,applies_to,applies_to_note,tier,scope_note,countries,era_start,era_end,era_note,severity_1_5,frequency_1_5,blocking,reversible,money_usd_low,money_usd_high,time_days_low,time_days_high,energy_1_5,evidence,confidence,summary,detail_file,detail_count
ARB-001,"The officer who decided, and the one who would not have",ARB,"Discretion, clerical error and the officer who decided",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,4,5,partial,partial,200,50000,7,1095,5,estimate,low,"A large share of these hurdles are not policy. They are one person's decision on one day, which another person on another day would have made differently - and which is then permanent.",details/ARB-001.csv,5
ARB-002,The clerical error that becomes your permanent record,ARB,"Discretion, clerical error and the officer who decided",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,4,4,partial,partial,300,20000,60,1460,5,estimate,low,"A wrong date, a wrong spelling, a wrong status code entered once is copied forward by every subsequent system, and the burden of disproving it is entirely the person's.",details/ARB-002.csv,4
ARB-003,The letterhead,ARB,"Discretion, clerical error and the officer who decided",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,PS,2000,2026,,4,2,yes,partial,100,5000,7,90,5,ngo,high,The single most concise illustration in this dataset of bureaucracy as an instrument: a document about a dying man was refused because of the words printed at the top of it.,details/ARB-003.csv,4
PSY-001,Being read as a threat before you speak,PSY,"Psychological and social load, and what it costs downstream",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,4,5,no,partial,2000,100000,0,0,5,estimate,low,The identity arrives in the room first and carries a prepackaged meaning assembled by decades of coverage. Everything after that is spent correcting an impression nobody admits to having.,details/PSY-001.csv,5
PSY-002,"The marriage and relationship market, with the identity priced in",PSY,"Psychological and social load, and what it costs downstream",palestinian_women,Requires both Palestinian identity and being female,secondary,,*,2000,2026,,4,4,partial,partial,0,50000,0,0,5,estimate,low,"The user's brief names this directly and it is real: the identity changes who will partner with you, on what terms, and how the relationship is read by everyone around it - in both directions, at home and abroad.",details/PSY-002.csv,9
PSY-003,Learning to say nothing,PSY,"Psychological and social load, and what it costs downstream",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,4,5,partial,partial,0,200000,0,0,5,estimate,low,"Where speech carries permit, employment, visa and naturalisation consequences, silence is the rational strategy - and practising it for years does specific damage.",details/PSY-003.csv,4
PSY-004,"Threat that does not end, so there is no 'post'",PSY,"Psychological and social load, and what it costs downstream",under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,PS,2000,2026,,5,5,partial,partial,500,20000,180,3650,5,official,high,"Trauma frameworks assume the event has finished. Under an ongoing occupation the hypervigilance is an accurate reading of the present, which makes most of the treatment literature inapplicable.",details/PSY-004.csv,5
PSY-005,"Waiting, as a permanent condition",PSY,"Psychological and social load, and what it costs downstream",palestinian_women,Requires both Palestinian identity and being female,secondary,,*,2000,2026,,4,5,partial,partial,0,0,0,0,5,estimate,low,Almost every hurdle in this dataset resolves into waiting for a decision by someone who owes no answer and keeps no deadline. Sustained uncertainty is a distinct injury from bad news.,details/PSY-005.csv,4
PSY-006,What it takes out of the work,PSY,"Psychological and social load, and what it costs downstream",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,4,5,partial,partial,5000,300000,0,0,5,estimate,low,"The brief asks specifically for the effects on efficiency and growth. They are real, they are large, and they are attributed to the person rather than the conditions in essentially every setting.",details/PSY-006.csv,6
SOM-001,"Back pain, and the fact that it is measured",SOM,Somatic: what the load does to the body,palestinian_women,Requires both Palestinian identity and being female,secondary,,PS,2000,2026,,4,5,partial,partial,200,10000,20,365,5,official,high,"The brief asks about back pain specifically. It is not a figure of speech: somatic symptom disorder has a published prevalence in Palestinian primary care, back pain is the second commonest presentation, and being female roughly doubles the odds.",details/SOM-001.csv,7
SOM-002,"Chronic pain, with the psychological load measured alongside it",SOM,Somatic: what the load does to the body,under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,PS,2023,2026,,5,4,partial,partial,200,10000,365,3650,5,official,high,"A Gaza hospital study puts numbers on the combination the rest of this dataset describes: long-duration pain, near-universal psychological distress, and poverty, in the same patients.",details/SOM-002.csv,5
SOM-003,"Stressful working conditions, and the back that carries them",SOM,Somatic: what the load does to the body,palestinian_women,Requires both Palestinian identity and being female,secondary,,PS,2016,2026,,3,5,no,partial,200,10000,0,0,4,official,medium,"The link between the conditions and the body has been measured in the occupational literature too, in the workforce that holds the health system together.",details/SOM-003.csv,4
SOM-004,The productivity loss nobody has quantified,SOM,Somatic: what the load does to the body,palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,3,5,no,partial,5000,300000,0,0,4,estimate,low,"The brief asks about effects on efficiency and growth. The honest position is that the mechanism is well evidenced and the magnitude is not, because the study has not been done.",details/SOM-004.csv,3
ATR-001,Detaining the doctors and nurses,ATR,"Torture, deaths in custody and documented atrocities against civilians",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,"PS,IL",2023,2026,,5,4,yes,no,5000,200000,180,900,5,ngo,high,"Medical workers have been detained in numbers, held without charge for very long periods, and - according to multiple monitoring bodies - tortured. The interrogations reportedly concerned their hospitals and colleagues rather than any alleged offence.",details/ATR-001.csv,8
ATR-002,Dying in custody,ATR,"Torture, deaths in custody and documented atrocities against civilians",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,IL,2023,2026,,5,3,yes,no,0,0,0,0,5,official,high,"The Special Rapporteur on torture records deaths in custody in numbers, with a stated lack of transparency about causes. The most documented individual case is a surgeon who was never charged with anything.",details/ATR-002.csv,6
ATR-003,"Sexual and gender-based violence in detention, found to be policy",ATR,"Torture, deaths in custody and documented atrocities against civilians",palestinian_women,Requires both Palestinian identity and being female,primary,,IL,2023,2026,,5,3,yes,no,0,0,0,0,5,official,high,"The UN Commission of Inquiry concluded that sexual, reproductive and other gender-based violence against Palestinian detainees was not incidental but an intentional policy forming part of standard operating procedures.",details/ATR-003.csv,8
ATR-004,Attacking the health system itself,ATR,"Torture, deaths in custody and documented atrocities against civilians",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2023,2026,,5,5,yes,no,1000,100000,30,1095,5,official,high,"Beyond individual detentions, monitoring bodies record sustained attacks on hospitals, ambulances and health workers at a scale UN experts have described as 'medicide'.",details/ATR-004.csv,8
ATR-005,"Atrocities against civilians, and the problem of the record",ATR,"Torture, deaths in custody and documented atrocities against civilians",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2023,2026,,5,5,yes,no,0,0,0,0,5,official,high,"Beyond detention, monitoring bodies document killings, enforced disappearances and starvation as method. The specific hurdle recorded here is that the documentation is obstructed, so the record will always understate it.",details/ATR-005.csv,6
STA-005,"At the moment of travel, the nationality does not exist",STA,"Status, statelessness and a passport that is not a nationality",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,4,5,partial,partial,100,3000,1,60,5,official,medium,"The brief asks for this specifically. It is not that the passport is weak - it is that in the systems that actually move people across borders, the country is frequently not an option that can be selected.",details/STA-005.csv,8
STA-006,Travelling on a document whose nationality field says 'Undefined',STA,"Status, statelessness and a passport that is not a nationality",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,"IL,JO",1967,2026,,5,4,yes,no,200,10000,14,365,5,official,high,"East Jerusalem Palestinians mostly hold no passport at all. They travel on an Israeli laissez-passer that confers no nationality, states the holder's nationality as undefined, and carries a re-entry permit that can be forfeited.",details/STA-006.csv,8
