issue_id,title,category,category_name,target,target_note,power_abuse,power_abuse_note,power_type,power_type_note,visibility,visibility_note,recourse,recourse_note,triggers_retaliation,tier,scope_note,countries,era_start,era_end,severity_1_5,frequency_1_5,deniability_1_5,cost_money_usd_low,cost_money_usd_high,cost_time_days_low,cost_time_days_high,cost_energy_1_5,evidence,confidence,summary,detail_file,detail_count
MED-001,Not being believed about your own body,MED,"Medical, clinical and the patient who is not believed",patient,A patient,required,Cannot happen without a position of power over the target,clinical,Holds professional authority over the target's body or mind,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,5,5,200,50000,180,3650,5,official,high,Medical gaslighting: dismissal or minimisation of reported symptoms without adequate justification - distinguished from ordinary dismissal by resting on prejudice and systemic bias.,details/MED-001.csv,5
MED-002,The note that follows you,MED,"Medical, clinical and the patient who is not believed",patient,A patient,required,Cannot happen without a position of power over the target,information,Knows or controls something about the target,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,4,4,5,200,20000,365,7300,5,estimate,low,"A single characterisation entered once - anxious, difficult, drug-seeking, non-compliant - which every subsequent clinician reads before meeting the patient.",details/MED-002.csv,3
MED-003,Consent that was not really sought,MED,"Medical, clinical and the patient who is not believed",patient,A patient,required,Cannot happen without a position of power over the target,clinical,Holds professional authority over the target's body or mind,subtle,"Recognisable to the target, arguable to a bystander",partial,A mechanism exists and sometimes works,no,primary,,*,2000,2026,5,4,4,500,50000,1,3650,5,estimate,low,"Procedures explained after the decision, alternatives not mentioned, and signatures taken at the point of least capacity to refuse.",details/MED-003.csv,3
MED-004,Access as leverage,MED,"Medical, clinical and the patient who is not believed",patient,A patient,required,Cannot happen without a position of power over the target,gatekeeping,Controls access to a thing the target needs,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,4,4,4,100,20000,14,730,5,estimate,low,"The prescription, the referral, the sick note and the report - each controlled by one clinician and each needed for something outside medicine.",details/MED-004.csv,3
MED-005,"Pain, and who is assumed to be exaggerating",MED,"Medical, clinical and the patient who is not believed",patient,A patient,required,Cannot happen without a position of power over the target,clinical,Holds professional authority over the target's body or mind,subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,5,4,5,0,0,0,0,5,official,medium,Analgesia decisions made on assumptions about the patient rather than the presentation.,details/MED-005.csv,3
CAR-001,The carer who controls everything,CAR,"Caregiving, dependency and disability",detainee,Someone in custody or care,required,Cannot happen without a position of power over the target,custodial,The target is in their custody or care and cannot leave,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,4,5,500,50000,365,7300,5,estimate,low,"Dependency for washing, eating, medication and movement, provided by one person, with no witness and no exit.",details/CAR-001.csv,4
CAR-002,"Speaking about you, over you",CAR,"Caregiving, dependency and disability",patient,A patient,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,3,5,5,0,0,0,0,4,estimate,low,"Addressing the companion instead of the person, in the person's presence, about the person.",details/CAR-002.csv,3
CAR-003,Adjustments that are always about to happen,CAR,"Caregiving, dependency and disability",worker,A worker,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,4,4,5,500,50000,90,1095,5,estimate,low,"The legally required accommodation, agreed in principle, delayed indefinitely, with the delay attributed to procurement.",details/CAR-003.csv,3
ELD-001,Guardianship as capture,ELD,Elder abuse and guardianship,elder,An older person,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,3,4,5000,500000,365,7300,5,official,high,"A protective mechanism that transfers control of a person's money, home and medical decisions - and whose abuse is, by the accountability body's own finding, of unknown extent.",details/ELD-001.csv,5
ELD-002,Isolated from the people who would notice,ELD,Elder abuse and guardianship,elder,An older person,required,Cannot happen without a position of power over the target,custodial,The target is in their custody or care and cannot leave,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,4,5,1000,200000,90,3650,5,estimate,low,"Visitors discouraged, calls intercepted, and the family member who asks questions gradually excluded.",details/ELD-002.csv,4
ELD-003,"The will, revised",ELD,Elder abuse and guardianship,elder,An older person,required,Cannot happen without a position of power over the target,information,Knows or controls something about the target,deniable,Constructed so that the target cannot prove it happened,partial,A mechanism exists and sometimes works,no,primary,,*,2000,2026,4,3,5,5000,1000000,365,3650,4,estimate,low,"Pressure applied at the point of dependency, to a document nobody will read until the person who signed it cannot be asked about it.",details/ELD-003.csv,3
ELD-004,Neglect that looks like understaffing,ELD,Elder abuse and guardianship,elder,An older person,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,4,5,1000,100000,30,1825,5,estimate,low,"Care not given, explained by rotas, and indistinguishable from a system under pressure - which it also is.",details/ELD-004.csv,3
CHI-001,Institutions that protected themselves,CHI,"Children, safeguarding and institutions",child,A child,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,4,3,0,500000,365,18250,5,official,high,The consistent finding across inquiries: the failure was not ignorance. Concerns were raised and the organisation chose its own reputation.,details/CHI-001.csv,5
CHI-002,The trusted adult in a closed world,CHI,"Children, safeguarding and institutions",child,A child,required,Cannot happen without a position of power over the target,authority,"Formal rank: can instruct, discipline, dismiss",subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,3,4,0,0,0,0,5,official,high,"Settings involving intense mentorship and extensive one-to-one time, where the adult's professional standing is itself the shield.",details/CHI-002.csv,4
CHI-003,"Not believed, then managed",CHI,"Children, safeguarding and institutions",child,A child,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,4,4,0,0,0,0,5,estimate,low,"The disclosure is made and becomes a process problem: handled, minuted, and concluded without the child being told anything.",details/CHI-003.csv,3
REL-001,Authority that claims a higher source,REL,Religious and spiritual authority,anyone,Anyone,required,Cannot happen without a position of power over the target,social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,yes,primary,,*,2000,2026,5,4,4,100,100000,365,7300,5,official,medium,"Where the person exercising power is understood to speak for God, disagreement is not a difference of opinion but a spiritual failure.",details/REL-001.csv,4
REL-002,Giving that is not optional,REL,Religious and spiritual authority,anyone,Anyone,required,Cannot happen without a position of power over the target,social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,3,4,4,200,50000,0,0,4,estimate,low,"Contributions tracked, named and compared, with standing in the community attached.",details/REL-002.csv,3
REL-003,Shunned,REL,Religious and spiritual authority,anyone,Anyone,required,Cannot happen without a position of power over the target,social,"Controls reputation, belonging or standing in a group",overt,Recognisable as abuse by a bystander,none,No mechanism exists,yes,primary,,*,2000,2026,5,3,3,500,50000,365,18250,5,estimate,low,"Exclusion administered by a community as a sanction, without any individual doing anything that could be complained of.",details/REL-003.csv,3
POL-001,The stop that had a reason available,POL,"Policing, custody and state force",citizen,A member of the public,required,Cannot happen without a position of power over the target,physical,Can use or threaten force lawfully or otherwise,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,4,5,5,50,5000,1,30,5,estimate,low,"A lawful basis exists, is real, and is not why the stop happened. Pretext is undetectable from inside a single encounter.",details/POL-001.csv,4
POL-002,"In custody, where nobody can see",POL,"Policing, custody and state force",detainee,Someone in custody or care,required,Cannot happen without a position of power over the target,custodial,The target is in their custody or care and cannot leave,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,3,5,500,50000,1,365,5,estimate,low,"Control of a person's body, food, medication, sleep and contact with the outside, exercised in a place designed not to be observed.",details/POL-002.csv,4
POL-003,Sexual extortion under colour of authority,POL,"Policing, custody and state force",citizen,A member of the public,required,Cannot happen without a position of power over the target,physical,Can use or threaten force lawfully or otherwise,overt,Recognisable as abuse by a bystander,none,No mechanism exists,yes,primary,,*,2000,2026,5,3,4,0,0,0,0,5,official,high,"The threat is arrest rather than force, applied to people selected because a complaint from them would not be believed.",details/POL-003.csv,4
POL-004,The report that is not taken,POL,"Policing, custody and state force",citizen,A member of the public,required,Cannot happen without a position of power over the target,gatekeeping,Controls access to a thing the target needs,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,4,5,5,50,5000,1,365,5,estimate,low,"Discouragement at the counter: no crime number, no record, and therefore no statistic that this happened.",details/POL-004.csv,3
POL-005,Investigating themselves,POL,"Policing, custody and state force",citizen,A member of the public,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,4,4,4,100,20000,90,1095,5,estimate,low,"The complaint about an institution is assessed by that institution, against standards it sets, on evidence it holds.",details/POL-005.csv,3
DIG-001,Images used as leverage,DIG,"Online, platforms and image-based abuse",anyone,Anyone,enabled,"Happens between equals too, but is transformed by power",information,Knows or controls something about the target,overt,Recognisable as abuse by a bystander,partial,A mechanism exists and sometimes works,no,primary,,*,2000,2026,5,4,2,100,50000,30,1825,5,official,high,"Sexual extortion: the threat of distribution, which works because distribution would be irreversible and the target knows it.",details/DIG-001.csv,4
DIG-002,Doxxing,DIG,"Online, platforms and image-based abuse",anyone,Anyone,none,Needs no position; anyone can do it to anyone,information,Knows or controls something about the target,overt,Recognisable as abuse by a bystander,nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,5,4,2,200,30000,30,1825,5,official,medium,"Publication of the details that convert online hostility into a physical risk: the address, the workplace, the school run.",details/DIG-002.csv,4
DIG-003,Pile-on,DIG,"Online, platforms and image-based abuse",anyone,Anyone,none,Needs no position; anyone can do it to anyone,social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,4,4,5,0,0,0,0,5,estimate,low,"Individually trivial contacts, arriving in volume, from people who will each accurately say they sent one message.",details/DIG-003.csv,3
DIG-004,Reported until removed,DIG,"Online, platforms and image-based abuse",anyone,Anyone,none,Needs no position; anyone can do it to anyone,institutional,Acts as or is shielded by an organisation,deniable,Constructed so that the target cannot prove it happened,nominal,A mechanism exists on paper and does not function,no,primary,,*,2000,2026,4,3,5,500,50000,7,365,5,estimate,low,Mass false reporting used to trigger automated enforcement against the target - the moderation system turned into the weapon.,details/DIG-004.csv,3
DIG-005,The algorithm decided,DIG,"Online, platforms and image-based abuse",anyone,Anyone,required,Cannot happen without a position of power over the target,institutional,Acts as or is shielded by an organisation,deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,no,primary,,*,2000,2026,4,5,5,500,100000,14,365,5,estimate,low,"An automated determination affecting income, reach or access, with no human decision-maker to name and no reasoning to contest.",details/DIG-005.csv,3
SUR-001,Monitored at work,SUR,"Surveillance, privacy and information",worker,A worker,required,Cannot happen without a position of power over the target,information,Knows or controls something about the target,overt,Recognisable as abuse by a bystander,nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,3,5,3,0,0,0,0,5,estimate,low,"Keystrokes, screenshots, location and idle time, disclosed in a policy nobody could decline and still be employed.",details/SUR-001.csv,3
SUR-002,Tracked by someone who loves you,SUR,"Surveillance, privacy and information",partner,An intimate partner,enabled,"Happens between equals too, but is transformed by power",information,Knows or controls something about the target,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,4,5,0,0,0,0,5,official,medium,"Location sharing, account access and device monitoring, introduced as safety and retained as control.",details/SUR-002.csv,3
SUR-003,"Your file, read by people who did not need to",SUR,"Surveillance, privacy and information",patient,A patient,required,Cannot happen without a position of power over the target,information,Knows or controls something about the target,deniable,Constructed so that the target cannot prove it happened,partial,A mechanism exists and sometimes works,no,primary,,*,2000,2026,4,3,5,0,0,0,0,5,estimate,low,"Access to records by colleagues, neighbours and relatives working in the institution, undetected unless audited.",details/SUR-003.csv,3
SUR-004,Searched at the border,SUR,"Surveillance, privacy and information",migrant,"A migrant, visa applicant or non-citizen",required,Cannot happen without a position of power over the target,custodial,The target is in their custody or care and cannot leave,overt,Recognisable as abuse by a bystander,none,No mechanism exists,no,primary,,*,2000,2026,4,4,2,0,5000,1,30,5,legal,high,"Devices examined without a warrant under the border exception - messages, photographs, contacts and drafts.",details/SUR-004.csv,3
PSY-001,Being told it did not happen,PSY,"Psychological: gaslighting, DARVO, coercive control",anyone,Anyone,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,5,4,5,0,0,0,0,5,estimate,low,Gaslighting: the systematic contradiction of the target's account until she stops trusting her own recollection.,details/PSY-001.csv,4
PSY-002,Intermittent warmth,PSY,"Psychological: gaslighting, DARVO, coercive control",partner,An intimate partner,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,no,primary,,*,2000,2026,5,4,5,0,0,0,0,5,estimate,low,"Unpredictable alternation of affection and withdrawal, which produces attachment more reliably than consistent treatment does.",details/PSY-002.csv,3
PSY-003,Made responsible for his feelings,PSY,"Psychological: gaslighting, DARVO, coercive control",partner,An intimate partner,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,4,5,5,0,0,0,0,5,estimate,low,"Her behaviour is the stated cause of his anger, and managing it becomes her full-time responsibility.",details/PSY-003.csv,3
PSY-004,Threats about what will happen to her if she leaves,PSY,"Psychological: gaslighting, DARVO, coercive control",partner,An intimate partner,enabled,"Happens between equals too, but is transformed by power",information,Knows or controls something about the target,subtle,"Recognisable to the target, arguable to a bystander",nominal,A mechanism exists on paper and does not function,yes,primary,,*,2000,2026,5,4,5,0,0,0,0,5,estimate,low,"Predictions rather than threats: what the court will decide, what her family will think, what will happen to the children.",details/PSY-004.csv,3
PSY-005,Reality managed in front of other people,PSY,"Psychological: gaslighting, DARVO, coercive control",partner,An intimate partner,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,no,primary,,*,2000,2026,5,5,5,0,0,0,0,5,estimate,low,"Charm, competence and warmth performed publicly, so that the private account has no audience.",details/PSY-005.csv,3
REP-001,The rumour with no author,REP,"Reputation, rumour and social exclusion",worker,A worker,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,no,primary,,*,2000,2026,4,4,5,2000,100000,0,0,5,official,high,"Circulated, believed, never stated to her, and impossible to answer because no one has said it to her face.",details/REP-001.csv,3
REP-002,Damned by what is not said,REP,"Reputation, rumour and social exclusion",worker,A worker,required,Cannot happen without a position of power over the target,social,"Controls reputation, belonging or standing in a group",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,yes,primary,,*,2000,2026,4,4,5,2000,150000,0,0,5,estimate,low,"Faint praise, omission and the conspicuous absence of endorsement.",details/REP-002.csv,3
REP-003,Made the difficult one,REP,"Reputation, rumour and social exclusion",worker,A worker,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,yes,primary,,*,2000,2026,4,5,5,0,0,0,0,5,estimate,low,"A reputation constructed from her responses to being badly treated, which then justifies the treatment.",details/REP-003.csv,3
REP-004,Excluded without being excluded,REP,"Reputation, rumour and social exclusion",worker,A worker,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,yes,primary,,*,2000,2026,3,5,5,0,0,0,0,5,estimate,low,"Not invited, not informed, not included - with no decision anyone made or would defend.",details/REP-004.csv,3
FAM-001,The child as the messenger,FAM,"Family, parental and kinship",child,A child,required,Cannot happen without a position of power over the target,authority,"Formal rank: can instruct, discipline, dismiss",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,4,4,4,0,0,0,0,5,estimate,low,"Made to carry information, blame and negotiation between adults who will not speak to each other.",details/FAM-001.csv,3
FAM-002,Conditional belonging,FAM,"Family, parental and kinship",anyone,Anyone,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,yes,primary,,*,2000,2026,5,4,4,500,100000,365,18250,5,estimate,low,"Family membership held out as contingent on compliance about marriage, religion, sexuality, career or contact.",details/FAM-002.csv,3
FAM-003,The favoured sibling,FAM,"Family, parental and kinship",child,A child,required,Cannot happen without a position of power over the target,authority,"Formal rank: can instruct, discipline, dismiss",deniable,Constructed so that the target cannot prove it happened,none,No mechanism exists,no,primary,,*,2000,2026,4,4,5,0,0,0,0,5,estimate,low,"Differential treatment maintained over decades and denied throughout, which produces adults who cannot describe what happened to them.",details/FAM-003.csv,3
FAM-004,Care extracted from the daughter,FAM,"Family, parental and kinship",woman,A woman,enabled,"Happens between equals too, but is transformed by power",social,"Controls reputation, belonging or standing in a group",subtle,"Recognisable to the target, arguable to a bystander",none,No mechanism exists,no,primary,,*,2000,2026,4,5,4,10000,400000,365,7300,5,estimate,low,"The assumption that one specific child - almost always female - will provide elder care, unpaid, with her career treated as the adjustable variable.",details/FAM-004.csv,4
