issue_id,title,category,category_name,applies_to,applies_to_note,war_form,war_form_note,onset,onset_note,duration,duration_note,generation,transmission,transmission_note,tier,scope_note,countries,era_start,era_end,era_note,severity_1_5,frequency_1_5,blocking,reversible,money_usd_low,money_usd_high,time_days_low,time_days_high,energy_1_5,evidence,confidence,summary,detail_file,detail_count
FIN-003,"Paying more for everything, permanently",FIN,Financial exclusion abroad: being a nationality a bank cannot afford,diaspora,Those outside the country with people inside it,economic,"Sanctions, snapback, de-risking, financial exclusion",delayed,Shows up months to a few years later,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,3,5,partial,no,200,20000,5,365,4,estimate,low,"Financial exclusion is not binary. Most people are not cut off; they are surcharged - worse rates, more checks, more documents, more delays, forever.",details/FIN-003.csv,3
ECN-001,Watching money disappear while you hold it,ECN,"The economy inside your head: inflation, savings, planning horizon",sanctioned_population,"A civilian population under economic war, whether or not shots are fired",economic,"Sanctions, snapback, de-risking, financial exclusion",delayed,Shows up months to a few years later,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,primary,,*,1980,2026,,4,5,partial,partial,1000,100000,0,0,5,estimate,low,Hyperinflation is experienced as a continuous small theft. The psychological effect is distinct from poverty: it is the loss of the relationship between effort and reward.,details/ECN-001.csv,4
ECN-002,The cost of the war is billed to the household,ECN,"The economy inside your head: inflation, savings, planning horizon",civilians,Non-combatant civilians specifically,economic,"Sanctions, snapback, de-risking, financial exclusion",delayed,Shows up months to a few years later,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,4,5,partial,partial,1000,50000,0,0,4,estimate,low,"Reconstruction, defence and sanctions absorption are all ultimately paid out of household consumption, usually through inflation and subsidy removal rather than through anything a citizen can see or vote on.",details/ECN-002.csv,3
DSP-001,The recognised clinical burden of watching from outside,DSP,Diaspora: watching it from outside,diaspora,Those outside the country with people inside it,information,"Blackouts, jamming, propaganda, disinformation",immediate,Shows up during the event or within days,chronic,"Recurs or persists for years, manageable but not gone",all,social,"Reaches the next generation through silence, story, ritual and community",secondary,,*,1980,2026,,4,5,partial,partial,500,20000,30,1095,5,official,medium,Distance is protective against blast and not against much else. The diaspora symptom profile is now described in the medical literature as a distinct and under-recognised burden.,details/DSP-001.csv,6
DSP-002,Being asked to explain your country at work,DSP,Diaspora: watching it from outside,diaspora,Those outside the country with people inside it,aftermath,"The peace afterwards, which is not the end of the effect",immediate,Shows up during the event or within days,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,3,5,no,partial,0,0,0,0,5,estimate,low,"During a war, every colleague, acquaintance and stranger with an opinion treats the nearest person of that nationality as a spokesman, an explanation service, or a proxy defendant.",details/DSP-002.csv,4
DSP-003,"The family who stayed, and the money",DSP,Diaspora: watching it from outside,diaspora,Those outside the country with people inside it,aftermath,"The peace afterwards, which is not the end of the effect",delayed,Shows up months to a few years later,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,3,5,partial,partial,1000,30000,0,0,5,estimate,low,"Remittance is not only an economic transfer. It is the mechanism by which guilt, obligation and power are negotiated inside a family split by a war.",details/DSP-003.csv,4
SOC-001,Being the nationality of a war,SOC,"Social fabric, stigma, and being the nationality of a war",diaspora,Those outside the country with people inside it,aftermath,"The peace afterwards, which is not the end of the effect",immediate,Shows up during the event or within days,chronic,"Recurs or persists for years, manageable but not gone",all,social,"Reaches the next generation through silence, story, ritual and community",secondary,,*,1980,2026,,4,5,partial,partial,0,30000,0,0,5,estimate,low,"When a country is in the news as a threat, everyone carrying its nationality is reclassified abroad - at borders, at work, in the street, and by algorithms.",details/SOC-001.csv,4
SOC-002,The community turns on itself,SOC,"Social fabric, stigma, and being the nationality of a war",diaspora,Those outside the country with people inside it,aftermath,"The peace afterwards, which is not the end of the effect",immediate,Shows up during the event or within days,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,4,4,partial,partial,0,0,0,0,5,estimate,low,"War splits diaspora communities along lines about the war, and the resulting fracture removes the co-ethnic support network that is the main protective factor available.",details/SOC-002.csv,3
FAM-001,How it actually reaches the next generation,FAM,The household as the channel it travels through,descendants,"Children and grandchildren of the exposed, who were not there",aftermath,"The peace afterwards, which is not the end of the effect",delayed,Shows up months to a few years later,generational,Outlives the person it started in,g1,parenting,Reaches the child through how the parent is able to parent,primary,,*,1980,2026,,4,4,partial,partial,0,0,0,0,5,estimate,low,"Before any genetics: the primary transmission route is a household. What the child absorbs is the parent's vigilance, silence, anger and rules, delivered daily for eighteen years.",details/FAM-001.csv,5
FAM-002,"Marriage, intimacy and what does not get said",FAM,The household as the channel it travels through,anyone_in_war,Anyone physically present in a war zone,aftermath,"The peace afterwards, which is not the end of the effect",delayed,Shows up months to a few years later,chronic,"Recurs or persists for years, manageable but not gone",g0,direct,The person was there,secondary,,*,1980,2026,,4,4,partial,partial,0,100000,0,0,5,estimate,low,"War damage lands hardest on the relationship that is meant to be the recovery environment, and the mechanisms by which it does are almost never named in the marriage.",details/FAM-002.csv,4
FAM-003,The child who becomes the adult,FAM,The household as the channel it travels through,children,"Children and adolescents, whose development is running while it happens",aftermath,"The peace afterwards, which is not the end of the effect",delayed,Shows up months to a few years later,permanent,Does not resolve; the person adapts around it,g1,parenting,Reaches the child through how the parent is able to parent,primary,,*,1980,2026,,4,4,partial,partial,0,0,0,0,5,estimate,low,"Parentification: when the adults are incapacitated, grieving, displaced or non-speakers of the new language, a child takes over the running of the family.",details/FAM-003.csv,4
GEN-001,Epigenetic transmission: what the evidence actually says,GEN,"Generational transmission: genes, methylation, and the child who was not there",descendants,"Children and grandchildren of the exposed, who were not there",aftermath,"The peace afterwards, which is not the end of the effect",latent_decades,"Shows up fifteen to forty years later, or in the next generation",generational,Outlives the person it started in,g1,epigenetic,"Carried in the regulation of genes, not the genes themselves",primary,,*,1980,2026,,4,3,no,partial,0,0,0,0,3,official,medium,"The claim that trauma is inherited biologically is partly supported, frequently overstated, and important enough to state precisely rather than loosely.",details/GEN-001.csv,7
GEN-002,Transmission without genes at all,GEN,"Generational transmission: genes, methylation, and the child who was not there",descendants,"Children and grandchildren of the exposed, who were not there",genocidal,Organised destruction of a group as a group,latent_decades,"Shows up fifteen to forty years later, or in the next generation",generational,Outlives the person it started in,g2,social,"Reaches the next generation through silence, story, ritual and community",primary,,*,1980,2026,,4,3,no,partial,0,0,0,0,4,official,high,"The strongest generational evidence in this dataset is not genetic. Descendants who share no ancestry with the exposed show the same elevated symptoms, which means the mechanism is the society, not the germline.",details/GEN-002.csv,4
GEN-003,What descendants actually carry,GEN,"Generational transmission: genes, methylation, and the child who was not there",descendants,"Children and grandchildren of the exposed, who were not there",aftermath,"The peace afterwards, which is not the end of the effect",latent_decades,"Shows up fifteen to forty years later, or in the next generation",generational,Outlives the person it started in,g2,social,"Reaches the next generation through silence, story, ritual and community",secondary,,*,1980,2026,,3,4,no,partial,0,0,0,0,4,estimate,low,The third generation is not a study population. They are people who have particular recurring experiences - and those experiences are specific enough to be listed rather than gestured at.,details/GEN-003.csv,5
GEN-004,Physical inheritance: the parent's damaged body,GEN,"Generational transmission: genes, methylation, and the child who was not there",descendants,"Children and grandchildren of the exposed, who were not there",chemical,Chemical and other prohibited weapons,latent_decades,"Shows up fifteen to forty years later, or in the next generation",generational,Outlives the person it started in,g1,medical,Reaches the next generation through the parent's damaged body,primary,,*,1980,2026,,4,2,partial,no,5000,300000,0,0,5,estimate,low,"Some of the generational transfer is neither psychological nor epigenetic. It is that a chemically or radiologically injured parent has children, and the injury is present in the pregnancy.",details/GEN-004.csv,4
