life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
TRV-151,A holiday in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,"Cheap rent, allegedly, and good trains. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.",details/TRV-151.csv,5
TRV-152,Visiting family in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,"Cheap rent, allegedly, and good trains. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.",details/TRV-152.csv,5
TRV-153,A wedding in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,"Cheap rent, allegedly, and good trains. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.",details/TRV-153.csv,5
TRV-154,A funeral in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Cheap rent, allegedly, and good trains. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-154.csv,6
TRV-155,Studying in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,"Cheap rent, allegedly, and good trains. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.",details/TRV-155.csv,5
TRV-156,Work or a conference in Berlin,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Cheap rent, allegedly, and good trains. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-156.csv,5
TRV-157,A holiday in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,Where a third of the family already is. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.,details/TRV-157.csv,5
TRV-158,Visiting family in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,Where a third of the family already is. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.,details/TRV-158.csv,5
TRV-159,A wedding in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,Where a third of the family already is. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.,details/TRV-159.csv,5
TRV-160,A funeral in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Where a third of the family already is. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-160.csv,6
TRV-161,Studying in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,Where a third of the family already is. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.,details/TRV-161.csv,5
TRV-162,Work or a conference in Toronto,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Where a third of the family already is. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-162.csv,5
TRV-163,A holiday in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,Everyone has seen it before they see it. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.,details/TRV-163.csv,5
TRV-164,Visiting family in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,Everyone has seen it before they see it. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.,details/TRV-164.csv,5
TRV-165,A wedding in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,Everyone has seen it before they see it. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.,details/TRV-165.csv,5
TRV-166,A funeral in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Everyone has seen it before they see it. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-166.csv,6
TRV-167,Studying in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,Everyone has seen it before they see it. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.,details/TRV-167.csv,5
TRV-168,Work or a conference in New York,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Everyone has seen it before they see it. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-168.csv,5
TRV-169,A holiday in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,"Far, ordered, and completely legible once you arrive. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.",details/TRV-169.csv,5
TRV-170,Visiting family in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,"Far, ordered, and completely legible once you arrive. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.",details/TRV-170.csv,5
TRV-171,A wedding in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,"Far, ordered, and completely legible once you arrive. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.",details/TRV-171.csv,5
TRV-172,A funeral in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Far, ordered, and completely legible once you arrive. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-172.csv,6
TRV-173,Studying in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,"Far, ordered, and completely legible once you arrive. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.",details/TRV-173.csv,5
TRV-174,Work or a conference in Tokyo,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Far, ordered, and completely legible once you arrive. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-174.csv,5
TRV-175,A holiday in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.",details/TRV-175.csv,5
TRV-176,Visiting family in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.",details/TRV-176.csv,5
TRV-177,A wedding in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.",details/TRV-177.csv,5
TRV-178,A funeral in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-178.csv,6
TRV-179,Studying in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.",details/TRV-179.csv,5
TRV-180,Work or a conference in Lisbon,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Warm, cheap for a northern city, and on everyone's list. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-180.csv,5
TRV-181,A holiday in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents,4,*,primary,,2000,2026,4,3,150,1200,0,21,5,estimate,low,"Saved for over years, and once is enough. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.",details/TRV-181.csv,5
TRV-182,Visiting family in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,visa;documents;family,3,*,primary,,2000,2026,5,3,150,1200,0,30,5,estimate,low,"Saved for over years, and once is enough. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.",details/TRV-182.csv,5
TRV-183,A wedding in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,visa;documents,2,*,primary,,2000,2026,5,3,150,1200,30,180,5,estimate,low,"Saved for over years, and once is enough. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.",details/TRV-183.csv,5
TRV-184,A funeral in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,visa;documents;discretion,3,*,primary,,2000,2026,4,3,150,1200,0,3,5,estimate,low,"Saved for over years, and once is enough. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-184.csv,6
TRV-185,Studying in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;documents;money,6,*,primary,,2000,2026,5,3,150,1200,90,365,5,estimate,low,"Saved for over years, and once is enough. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.",details/TRV-185.csv,5
TRV-186,Work or a conference in Mecca for hajj,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;documents,5,*,primary,,2000,2026,3,3,150,1200,14,120,5,estimate,low,"Saved for over years, and once is enough. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-186.csv,5
TRV-187,A holiday in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,travel_intl,Needs to cross an international border,visa;border;airport;documents;money,5,*,primary,,2000,2026,4,2,600,4000,0,21,5,estimate,low,"Old stone and too many people, and still worth it. Nothing to do and nowhere to be. Needs permission from a state that has no obligation to give it.",details/TRV-187.csv,5
TRV-188,Visiting family in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;family,6,*,primary,,2000,2026,5,2,600,4000,0,30,5,estimate,low,"Old stone and too many people, and still worth it. The reason most people cross a border at all. Needs permission from a state that has no obligation to give it.",details/TRV-188.csv,5
TRV-189,A wedding in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money,5,*,primary,,2000,2026,5,2,600,4000,30,180,5,estimate,low,"Old stone and too many people, and still worth it. A date fixed months out that will not move. Needs permission from a state that has no obligation to give it.",details/TRV-189.csv,5
TRV-190,A funeral in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,others,Needs at least one other person,visa;border;airport;documents;money;discretion,6,*,primary,,2000,2026,4,2,600,4000,0,3,5,estimate,low,"Old stone and too many people, and still worth it. No notice, no flexibility, and you must be there. Needs permission from a state that has no obligation to give it.",details/TRV-190.csv,6
TRV-191,Studying in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,5,2,600,4000,90,365,5,estimate,low,"Old stone and too many people, and still worth it. Months of paperwork before the first lecture. Needs permission from a state that has no obligation to give it.",details/TRV-191.csv,5
TRV-192,Work or a conference in Rome,TRV,"Travel, elsewhere, and coming back",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;visa;border;airport;documents;money,8,*,primary,,2000,2026,3,2,600,4000,14,120,5,estimate,low,"Old stone and too many people, and still worth it. Somebody else is paying, which changes everything. Needs permission from a state that has no obligation to give it.",details/TRV-192.csv,5
NAT-001,The first rain after the dry season,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"The smell before it arrives is better than the rain. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-001.csv,5
NAT-002,Rain on a metal roof at night,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,4,0,0,0,0,5,estimate,low,"The specific sound that makes a room feel safe. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-002.csv,5
NAT-003,Sitting outside when the heat finally breaks,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Around seven, when the air gives up. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-003.csv,5
NAT-004,Swimming in water you can stand up in,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Sea, river or reservoir. The body remembers how. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-004.csv,5
NAT-005,A tree you have known your whole life,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Bigger than it was, and still there. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-005.csv,5
NAT-006,Walking somewhere with no destination,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"An hour out and an hour back, for nothing. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-006.csv,5
NAT-007,Finding shade at exactly the right moment,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"A small mercy, reliably available. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-007.csv,5
NAT-008,A dog that is pleased you came home,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,4,0,0,0,0,5,estimate,low,"Uncomplicated, repeatable, and entirely sincere. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-008.csv,5
NAT-009,A cat deciding to sit on you,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Chosen, for reasons never explained. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-009.csv,5
NAT-010,Watching birds do something specific,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Not birdwatching. Just one bird, doing one thing. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-010.csv,5
NAT-011,The moon when it is unreasonably large,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Everyone photographs it and no photograph works. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-011.csv,5
NAT-012,A sky with actual stars in it,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Requires being away from the lights, which is its own trip. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-012.csv,5
NAT-013,Fog that makes a familiar street strange,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"The same road, temporarily unfamiliar. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-013.csv,5
NAT-014,"Snow, for someone who does not get snow",NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"The first time is genuinely disorienting. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-014.csv,5
NAT-015,Harmattan haze and cold mornings,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,NG,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Dust in the air and a sweater in December. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-015.csv,5
NAT-016,The rains breaking over Lagos,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,NG,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Traffic ruined, and everyone slightly happier. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-016.csv,5
NAT-017,A garden in Shiraz in spring,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,IR,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Built specifically so people could sit in it. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-017.csv,5
NAT-018,Snow on the mountains above Tehran,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,IR,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Visible from the city on a clear day. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-018.csv,5
NAT-019,Olive groves in the week before harvest,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,PS,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Quiet, and about to be extremely busy. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-019.csv,5
NAT-020,The first September rain that softens the ground,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,PS,primary,,2000,2026,5,4,0,0,0,0,5,estimate,low,"Talat al-matar, said to bring barakeh for the year. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-020.csv,5
NAT-021,Autumn where the trees actually change,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,US,primary,,2000,2026,4,4,0,30,0,0,5,estimate,low,"A whole tourism industry, and it still works. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-021.csv,5
NAT-022,A lake early enough that nobody else is up,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,US,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Flat water and no engines. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-022.csv,5
NAT-023,Growing something and it not dying,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Three tomatoes. An unreasonable amount of pride. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-023.csv,5
NAT-024,Fruit off your own tree,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Tastes measurably better for reasons that are not about flavour. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-024.csv,5
NAT-025,An animal that is not afraid of you,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Briefly, and on its terms. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-025.csv,5
NAT-026,Wind strong enough to lean on,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,4,4,0,30,0,0,5,estimate,low,"Slightly frightening and entirely free. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-026.csv,5
NAT-027,Water you can drink straight from,NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"Rarer than it should be, and noticeable when it happens. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-027.csv,5
NAT-028,"The sea, from a height",NAT,"Weather, land, water, animals, the outdoors",situational,"Needs particular circumstances - a child, a garden, a coast",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,4,0,30,0,0,5,estimate,low,"The moment it comes into view from the road. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-028.csv,5
NAT-029,A field at the exact hour before dark,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,4,0,0,0,0,5,estimate,low,"The light everyone tries to photograph. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-029.csv,5
NAT-030,Weather so bad it becomes funny,NAT,"Weather, land, water, animals, the outdoors",anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,4,0,0,0,0,5,estimate,low,"Shared with whoever is stuck in it with you. Costs nothing or close to it, and in a dataset built around things that require permission, this is a category that largely does not.",details/NAT-030.csv,5
